bnumber	Site
b1907	TU0-6631
b1907	TU00088
b1908	TU0-13450
b1909	TU00512
b1910	TU00512
b1911	TU00512
b1912	TU0-13451
b1913	TU0-6559
b1913	TU0-6686
b1914	TU0-6686
b1915	TU0-8716
b1916	TU0-13452
b1916	TU0-41901
b1916	TU0-42465
b1916	TU0-42466
b1916	TU0-42467
b1916	TU0-42622
b1916	TU0-42626
b1917	TU0-13453
b1918	TU0-13453
b1919	TU0-13453
b1920	TU0-14515
b1920	TU00415
b1920	TU00471
b1921	TU00415
b1921	TU00471
b1922	TU00415
b1922	TU00471
b1923	TU0-1521
b1924	TU0-14278
b1924	TU00274
b1925	TU0-14278
b1925	TU00274
b1926	TU0-14278
b1926	TU00274
b1927	TU0-7461
b1928	TU0-8719
b1929	TU0-13455
b1930	TU0-13455
b1931	TU0-13456
b1932	TU0-13457
b1937	TU-8408
b1937	TU0-8340
b1938	TU-8411
b1938	TU00275
b1939	TU-8411
b1939	TU00275
b1940	TU-8411
b1940	TU00275
b1941	TU-8411
b1941	TU00275
b1942	TU-8411
b1942	TU00275
b1943	TU-8411
b1943	TU00275
b1944	TU0-1441
b1944	TU00276
b1945	TU0-1441
b1945	TU00276
b1946	TU0-1441
b1946	TU00276
b1947	TU0-1441
b1947	TU00276
b1948	TU0-1441
b1948	TU00276
b1949	TU0-1441
b1949	TU00276
b1950	TU0-1441
b1950	TU00276
b1951	TU00486
b1952	TU0-8789
b1953	TU0-8648
b1954	TU0-8788
b1955	TU0-8720
b1956	TU0-13460
b1957	TU0-13461
b1958	TU0-13462
b1959	TU0-8718
b1960	TU00257
b1961	TU00257
b1962	TU0-13463
b1963	TU0-13463
b1967	TU0-13466
b1967	TU0-14416
b1968	TU0-13467
b1969	TU0-13467
b1970	TU0-13468
b1971	TU0-13469
b1972	TU0-13469
b1973	TU0-8330
b1974	TU0-13470
b1975	TU00513
b1976	TU0-13471
b1977	TU00497
b1978	TU0-13472
b1981	TU0-42474
b1982	TU0-6422
b1983	TU0-13476
b1984	TU0-3561
b1985	TU0-13477
b1986	TU00498
b1987	TU0-1342
b1988	TU65
b1989	TU00499
b1990	TU0-13478
b1991	TU0-8368
b1991	TU00252
b1992	TU0-8368
b1992	TU00252
b1993	TU0-8368
b1993	TU00252
b1994	TU0-13479
b1996	TU0-13480
b1997	TU0-13480
b2	TU0-13890
b2000	TU0-14635
b2000	TU0-14636
b2000	TU0-2701
b2001	TU0-13483
b2002	TU0-13483
b2003	TU0-13483
b2004	TU0-13483
b2005	TU0-13483
b2006	TU0-13483
b2007	TU0-13485
b2008	TU0-13486
b2009	TU0-13487
b2009	TU0-14637
b2010	TU0-13488
b2011	TU0-6513
b2012	TU0-13489
b2013	TU0-13489
b2014	TU0-13490
b2015	TU0-13491
b2016	TU0-13492
b2017	TU0-13493
b2018	TU0-42511
b2018	TU00285
b2019	TU00285
b2020	TU00285
b2021	TU00285
b2022	TU0-6650
b2022	TU00285
b2023	TU0-6650
b2023	TU00285
b2024	TU0-6650
b2024	TU00285
b2025	TU0-6650
b2025	TU00285
b2026	TU0-6650
b2026	TU00285
b2027	TU0-13494
b2028	TU0-13495
b2029	TU0-5101
b2030	TU0-14362
b2032	TU0-14317
b2033	TU0-14317
b2034	TU0-14317
b2035	TU0-14315
b2036	TU0-14315
b2037	TU0-14523
b2037	TU00331
b2038	TU0-14523
b2038	TU00331
b2039	TU0-14523
b2039	TU00331
b2040	TU00331
b2041	TU00331
b2042	TU0-14346
b2043	TU0-13498
b2044	TU0-13498
b2045	TU0-13498
b2046	TU0-13499
b2047	TU0-13499
b2048	TU0-13499
b2049	TU0-13499
b2050	TU0-13499
b2051	TU0-13499
b2052	TU0-13499
b2053	TU0-13499
b2054	TU0-13499
b2055	TU0-13499
b2056	TU0-13499
b2057	TU0-13499
b2058	TU00207
b2059	TU00207
b2060	TU0-14452
b2060	TU00207
b2061	TU0-14452
b2061	TU00207
b2062	TU0-14452
b2062	TU00207
b2063	TU0-8723
b2064	TU0-13500
b2065	TU0-14492
b2065	TU00370
b2066	TU00370
b2067	TU0-8722
b2068	TU0-45243
b2068	TU00002
b2069	TU0-8721
b2070	TU0-8724
b2071	TU0-8725
b2072	TU0-13501
b2073	TU0-13501
b2074	TU0-7881
b2075	TU0-7881
b2076	TU0-7881
b2077	TU0-7881
b2078	TU0-7881
b2078	TU00244
b2079	TU0-7881
b2079	TU00244
b2080	TU0-13504
b2081	TU0-13505
b2082	TU0-14353
b2085	TU0-7744
b2086	TU0-8328
b2088	TU0-13507
b2089	TU0-13507
b2090	TU0-8044
b2091	TU0-14638
b2091	TU00169
b2092	TU0-14638
b2092	TU00169
b2093	TU0-14638
b2093	TU00169
b2094	TU0-14638
b2094	TU00169
b2095	TU0-14638
b2095	TU00169
b2096	TU00169
b2097	TU0-8469
b2098	TU0-13509
b2099	TU0-13509
b2100	TU0-13509
b2101	TU0-13510
b2102	TU0-13511
b2103	TU0-13512
b2104	TU0-13512
b2105	TU0-13513
b2106	TU0-13514
b2107	TU0-13514
b2107	TU0-13515
b2108	TU0-13516
b2109	TU0-13516
b2110	TU0-13516
b2111	TU0-13516
b2112	TU0-13517
b2113	TU0-13518
b2114	TU0-13519
b2114	TU0-42595
b2115	TU0-9
b2118	TU0-13521
b2119	TU0-13523
b2120	TU0-13523
b2121	TU0-13523
b2122	TU0-13523
b2123	TU0-13524
b2124	TU0-13525
b2125	TU0-13526
b2126	TU0-13526
b2127	TU0-13527
b2127	TU0-45249
b2128	TU0-14559
b2128	TU0-5341
b2129	TU0-14559
b2129	TU0-5341
b2130	TU0-14559
b2130	TU0-5341
b2131	TU0-14559
b2131	TU0-5341
b2132	TU0-7501
b2133	TU0-8787
b2134	TU0-13529
b2135	TU0-13530
b2136	TU0-8649
b2137	TU0-13531
b2140	TU0-13534
b2141	TU0-13535
b2142	TU0-13535
b2143	TU841
b2144	TU0-13537
b2145	TU0-13537
b2146	TU0-13538
b2147	TU0-13538
b2148	TU0-45256
b2148	TU0-7901
b2148	TU00168
b2149	TU0-45256
b2149	TU0-7901
b2149	TU00168
b2150	TU0-45256
b2150	TU00168
b2151	TU00024
b2152	TU0-13539
b2153	TU0-13539
b2154	TU0-8726
b2155	TU00014
b2155	TU00015
b2156	TU0-6404
b2157	TU0-13541
b2158	TU0-13542
b2159	TU00189
b2160	TU0-14304
b2161	TU0-13543
b2162	TU862
b2163	TU0-14303
b2163	TU861
b2164	TU0-13545
b2165	TU0-13546
b2166	TU0-13546
b2167	TU00161
b2168	TU00161
b2169	TU00161
b2170	TU0-14239
b2171	TU0-13547
b2172	TU0-13548
b2173	TU0-13549
b2174	TU0-13549
b2174	TU0-44219
b2175	TU0-13550
b2175	TU0-42566
b2176	TU0-13551
b2177	TU0-13552
b2178	TU0-13552
b2179	TU0-13552
b2180	TU0-13552
b2181	TU0-13553
b2181	TU0-42565
b2182	TU0-13554
b2183	TU0-13555
b2184	TU0-13556
b2185	TU0-13557
b2186	TU0-8727
b2187	TU0-13558
b2188	TU0-13558
b2189	TU00494
b2192	TU0-8835
b2193	TU0-8819
b2194	TU0-5261
b2194	TU00305
b2194	TU363
b2195	TU0-5261
b2195	TU00305
b2195	TU363
b2196	TU0-5261
b2196	TU00305
b2196	TU363
b2197	TU0-5261
b2197	TU00305
b2197	TU363
b2198	TU0-5261
b2198	TU00305
b2198	TU363
b2199	TU0-5261
b2199	TU00305
b2199	TU363
b2200	TU0-5261
b2200	TU00305
b2200	TU363
b2201	TU0-5261
b2201	TU00305
b2201	TU363
b2202	TU0-8484
b2202	TU00305
b2202	TU363
b2203	TU0-8484
b2203	TU00305
b2203	TU363
b2204	TU0-8484
b2204	TU00305
b2204	TU363
b2205	TU0-8484
b2205	TU00305
b2205	TU363
b2206	TU0-8484
b2206	TU00305
b2206	TU363
b2207	TU0-8484
b2207	TU00305
b2207	TU363
b2208	TU0-8484
b2208	TU00305
b2208	TU363
b2209	TU0-8790
b2210	TU0-13559
b2211	TU0-13560
b2212	TU0-45248
b2212	TU00072
b2212	TU00073
b2213	TU0-45248
b2213	TU00072
b2214	TU0-13561
b2215	TU00049
b2215	TU00476
b2215	TU00477
b2216	TU0-14359
b2217	TU0-14359
b2217	TU0-36403
b2217	TU00327
b2218	TU00328
b2219	TU0-13562
b2220	TU0-13562
b2221	TU00114
b2222	TU00114
b2223	TU00114
b2224	TU00114
b2225	TU0-13563
b2226	TU0-13563
b2229	TU0-13563
b2230	TU0-13563
b2231	TU00140
b2232	TU00126
b2233	TU0-8729
b2234	TU00047
b2235	TU00047
b2236	TU0-14305
b2236	TU00047
b2237	TU0-1841
b2239	TU0-42700
b2239	TU00216
b2240	TU00216
b2241	TU00030
b2242	TU00030
b2243	TU00030
b2244	TU0-13564
b2245	TU0-13565
b2245	TU0-14691
b2246	TU0-13565
b2246	TU0-14691
b2247	TU0-13566
b2247	TU0-14691
b2248	TU0-13566
b2248	TU0-14691
b2249	TU0-13567
b2250	TU0-13568
b2251	TU0-8730
b2252	TU0-8766
b2253	TU0-13569
b2254	TU0-13569
b2255	TU0-13569
b2256	TU0-13569
b2257	TU0-13569
b2258	TU0-13569
b2259	TU0-13570
b2260	TU0-14538
b2260	TU0-5843
b2260	TU00298
b2261	TU0-14538
b2261	TU0-5843
b2261	TU00298
b2262	TU0-14538
b2262	TU0-5843
b2262	TU00298
b2263	TU0-14538
b2263	TU00298
b2264	TU0-14538
b2264	TU00298
b2265	TU00298
b2266	TU0-13571
b2267	TU0-13572
b2268	TU0-13573
b2269	TU0-13574
b2270	TU0-8731
b2271	TU0-13575
b2272	TU0-13576
b2273	TU0-8732
b2274	TU0-13577
b2275	TU0-13578
b2276	TU0-14531
b2276	TU00310
b2276	TU00448
b2277	TU0-14531
b2277	TU00310
b2277	TU00448
b2278	TU00310
b2278	TU00448
b2279	TU00310
b2279	TU00448
b2280	TU00310
b2280	TU00448
b2281	TU00310
b2281	TU00448
b2282	TU00310
b2282	TU00448
b2283	TU00310
b2283	TU00448
b2284	TU00310
b2284	TU00448
b2285	TU00310
b2285	TU00448
b2286	TU00310
b2286	TU00448
b2287	TU00310
b2287	TU00448
b2288	TU00310
b2288	TU00448
b2289	TU00428
b2290	TU0-13579
b2290	TU0-36413
b2291	TU0-13580
b2291	TU0-36413
b2292	TU0-13581
b2293	TU0-13582
b2294	TU0-13582
b2295	TU0-13583
b2296	TU0-8301
b2296	TU00385
b2297	TU0-8301
b2297	TU0-8302
b2298	TU0-13584
b2299	TU0-13585
b2300	TU0-13586
b2301	TU0-13587
b2302	TU0-13588
b2303	TU0-13589
b2304	TU0-13589
b2305	TU0-13590
b2306	TU0-14415
b2306	TU0-3581
b2307	TU0-14415
b2307	TU0-3581
b2308	TU0-14415
b2308	TU0-3581
b2309	TU0-14415
b2309	TU0-3581
b2310	TU0-3581
b2311	TU0-14520
b2311	TU00444
b2311	TU00475
b2312	TU00444
b2312	TU00475
b2313	TU00444
b2313	TU00475
b2314	TU0-13591
b2315	TU0-13591
b2316	TU00232
b2317	TU0-5182
b2317	TU0-5183
b2318	TU0-5182
b2318	TU0-5183
b2319	TU0-5182
b2319	TU0-5183
b2320	TU0-5182
b2321	TU0-5184
b2322	TU0-13592
b2323	TU0-1482
b2324	TU0-8823
b2325	TU0-13593
b2326	TU0-13593
b2327	TU0-13593
b2328	TU0-13593
b2329	TU0-13593
b2330	TU0-13593
b2331	TU0-8733
b2332	TU0-13594
b2333	TU0-13594
b2334	TU0-13594
b2335	TU0-13594
b2336	TU0-13594
b2339	TU0-13595
b2340	TU0-3481
b2340	TU0-45192
b2341	TU0-5321
b2342	TU0-5321
b2343	TU0-13597
b2344	TU00080
b2345	TU0-13598
b2346	TU0-8537
b2347	TU0-13599
b2348	TU00500
b2349	TU0-13600
b2350	TU0-13601
b2351	TU0-13601
b2352	TU0-13601
b2354	TU0-13603
b2356	TU0-13603
b2357	TU0-13603
b2358	TU0-13603
b2359	TU0-13604
b2360	TU0-13604
b2361	TU0-13605
b2362	TU0-13605
b2363	TU0-13605
b2364	TU00149
b2365	TU00148
b2366	TU00148
b2366	TU00375
b2367	TU0-3101
b2368	TU0-3101
b2369	TU0-7541
b2369	TU0-7561
b2370	TU0-7541
b2370	TU0-7561
b2371	TU0-13608
b2371	TU0-7746
b2372	TU0-13609
b2372	TU0-7746
b2373	TU0-13610
b2373	TU0-7746
b2374	TU0-7745
b2374	TU0-7746
b2375	TU0-7746
b2376	TU0-8650
b2377	TU0-8734
b2378	TU0-3421
b2379	TU0-13612
b2380	TU0-13613
b2381	TU0-13613
b2382	TU0-13613
b2383	TU0-13614
b2384	TU0-13614
b2385	TU0-13614
b2386	TU0-13614
b2387	TU0-13614
b2388	TU0-14640
b2388	TU0-45170
b2388	TU0-45250
b2388	TU0-7421
b2389	TU0-13615
b2390	TU0-13616
b2392	TU0-7321
b2393	TU00147
b2394	TU0-13617
b2395	TU0-13618
b2396	TU00514
b2397	TU00514
b2398	TU0-42504
b2399	TU0-42504
b2400	TU0-6409
b2400	TU0-6550
b2400	TU0-6551
b2401	TU00495
b2402	TU00495
b2403	TU00495
b2404	TU00495
b2405	TU791
b2405	TU792
b2406	TU0-44210
b2406	TU0-44211
b2406	TU0-44212
b2406	TU0-45226
b2406	TU301
b2407	TU0-45226
b2407	TU301
b2408	TU0-8736
b2409	TU0-8737
b2410	TU0-8735
b2411	TU0-13620
b2412	TU0-13621
b2413	TU0-13622
b2414	TU0-14642
b2414	TU00079
b2415	TU0-45232
b2415	TU00479
b2415	TU00480
b2415	TU00481
b2415	TU00482
b2415	TU00483
b2416	TU0-45232
b2416	TU00479
b2416	TU00480
b2416	TU00481
b2416	TU00482
b2416	TU00483
b2417	TU0-45232
b2417	TU0-4782
b2417	TU0-4786
b2417	TU00479
b2417	TU00480
b2417	TU00481
b2417	TU00482
b2417	TU00483
b2418	TU0-8487
b2419	TU-8383
b2420	TU-8383
b2421	TU00144
b2422	TU00144
b2423	TU00144
b2424	TU00144
b2425	TU00144
b2426	TU0-13623
b2426	TU0-14643
b2427	TU0-13624
b2427	TU0-45167
b2428	TU0-13625
b2428	TU0-14714
b2428	TU0-14715
b2428	TU0-45211
b2429	TU0-13625
b2429	TU0-14714
b2429	TU0-14715
b2429	TU0-45211
b2430	TU0-13625
b2431	TU0-3484
b2432	TU0-3484
b2433	TU0-13626
b2434	TU0-13626
b2435	TU0-2741
b2436	TU0-2741
b2436	TU0-2742
b2436	TU0-45288
b2436	TU0-45289
b2437	TU0-13627
b2438	TU0-13627
b2439	TU0-13627
b2440	TU0-13627
b2441	TU0-13627
b2442	TU0-13628
b2443	TU0-13629
b2444	TU0-13630
b2445	TU0-13630
b2446	TU0-42449
b2447	TU0-42449
b2448	TU0-13632
b2449	TU0-13632
b2450	TU0-13633
b2451	TU0-13634
b2452	TU0-13634
b2453	TU0-13635
b2454	TU0-13635
b2455	TU0-13635
b2456	TU0-13635
b2457	TU0-13636
b2458	TU0-13636
b2459	TU0-13636
b2460	TU0-13636
b2461	TU0-13636
b2462	TU0-13636
b2463	TU0-13637
b2464	TU0-14644
b2464	TU0-6921
b2464	TU0-8143
b2465	TU0-6921
b2465	TU0-7342
b2465	TU0-8143
b2466	TU0-13638
b2467	TU0-13639
b2468	TU0-13640
b2469	TU0-13641
b2470	TU0-14793
b2470	TU0-8021
b2471	TU0-13642
b2472	TU0-13642
b2472	TU0-14404
b2473	TU0-13643
b2474	TU0-13644
b2475	TU0-13644
b2476	TU00055
b2477	TU0-4161
b2477	TU00256
b2478	TU00256
b2479	TU0-42559
b2479	TU0-6503
b2480	TU0-6483
b2481	TU686
b2482	TU686
b2483	TU686
b2484	TU686
b2485	TU686
b2486	TU686
b2487	TU686
b2488	TU686
b2489	TU686
b2490	TU686
b2491	TU686
b2492	TU686
b2493	TU0-8739
b2494	TU-8384
b2494	TU0-14645
b2495	TU-8384
b2495	TU0-14645
b2496	TU0-13646
b2497	TU00439
b2498	TU00439
b2499	TU00058
b2500	TU00058
b2501	TU0-42452
b2501	TU00323
b2502	TU0-42452
b2502	TU00323
b2503	TU0-8738
b2504	TU0-13647
b2505	TU0-13648
b2506	TU0-13648
b2507	TU00205
b2508	TU00205
b2509	TU491
b2510	TU0-13649
b2511	TU-8385
b2512	TU-8385
b2513	TU0-14646
b2513	TU0-14647
b2513	TU0-14648
b2514	TU0-6506
b2515	TU0-14336
b2516	TU0-14347
b2517	TU0-13650
b2518	TU0-13651
b2519	TU0-13652
b2520	TU0-13652
b2521	TU0-8526
b2522	TU0-13655
b2523	TU0-13656
b2524	TU00423
b2525	TU00423
b2526	TU00423
b2527	TU00423
b2528	TU0-1881
b2529	TU0-1881
b2530	TU0-1881
b2531	TU0-1881
b2532	TU0-13657
b2533	TU0-13658
b2534	TU0-13659
b2535	TU0-3982
b2535	TU0-45197
b2536	TU0-13660
b2537	TU0-7201
b2538	TU0-7202
b2539	TU0-7202
b2540	TU0-7202
b2541	TU0-7202
b2542	TU0-7202
b2543	TU0-13661
b2544	TU0-13662
b2545	TU0-13662
b2546	TU0-13663
b2547	TU0-13663
b2548	TU0-13663
b2549	TU0-13664
b2550	TU0-8651
b2551	TU00192
b2552	TU681
b2553	TU0-36399
b2553	TU00089
b2553	TU00473
b2553	TU00474
b2554	TU0-14321
b2554	TU0-36399
b2555	TU0-14320
b2556	TU0-4405
b2557	TU00057
b2558	TU0-8335
b2559	TU0-13667
b2560	TU0-13667
b2561	TU0-13668
b2562	TU0-13669
b2563	TU483
b2563	TU484
b2564	TU483
b2564	TU484
b2565	TU483
b2566	TU00332
b2566	TU483
b2567	TU00332
b2567	TU483
b2568	TU0-6942
b2569	TU0-6942
b2570	TU0-42636
b2570	TU0-42638
b2570	TU0-42640
b2570	TU0-42642
b2570	TU0-45278
b2570	TU0-45282
b2570	TU00342
b2570	TU00526
b2570	TU281
b2571	TU0-42636
b2571	TU0-42638
b2571	TU0-42640
b2571	TU0-42642
b2571	TU0-45278
b2571	TU0-45282
b2571	TU00342
b2571	TU00526
b2571	TU281
b2572	TU0-42636
b2572	TU0-42638
b2572	TU0-42640
b2572	TU0-42642
b2572	TU0-45278
b2572	TU0-45282
b2572	TU00342
b2572	TU00526
b2572	TU281
b2573	TU0-42636
b2573	TU0-42638
b2573	TU0-42640
b2573	TU0-42642
b2573	TU0-45278
b2573	TU0-45282
b2573	TU00342
b2573	TU281
b2574	TU00194
b2575	TU0-8740
b2576	TU0-8521
b2577	TU0-8741
b2578	TU0-8743
b2579	TU0-1143
b2579	TU0-42577
b2580	TU0-6515
b2581	TU0-8742
b2582	TU0-3104
b2583	TU0-13671
b2584	TU0-13671
b2584	TU0-42472
b2585	TU0-13672
b2586	TU0-13673
b2587	TU0-13674
b2588	TU0-1187
b2588	TU0-1188
b2588	TU0-14510
b2588	TU0-45198
b2589	TU0-1187
b2589	TU0-1188
b2589	TU0-45198
b2590	TU0-1187
b2590	TU0-1188
b2590	TU0-45198
b2591	TU0-1187
b2591	TU0-1188
b2591	TU0-45198
b2592	TU0-45212
b2592	TU00421
b2593	TU0-13675
b2594	TU0-13675
b2595	TU-8391
b2595	TU0-4221
b2597	TU0-13677
b2598	TU0-6653
b2599	TU0-6653
b2600	TU00008
b2601	TU00008
b2602	TU0-13678
b2603	TU0-13679
b2603	TU0-14765
b2604	TU0-13679
b2604	TU0-14765
b2605	TU0-13679
b2606	TU00351
b2607	TU00351
b2608	TU00351
b2609	TU00351
b2610	TU0-13680
b2611	TU0-13681
b2612	TU0-13682
b2614	TU00411
b2615	TU0-13683
b2616	TU0-2
b2617	TU0-3423
b2618	TU0-13685
b2619	TU0-13685
b2620	TU0-13686
b2621	TU0-42503
b2622	TU0-13688
b2623	TU0-8744
b2624	TU0-13689
b2625	TU0-13690
b2626	TU0-13691
b2627	TU0-13692
b2628	TU0-13692
b2629	TU0-13693
b2630	TU0-14327
b2630	TU0-14484
b2631	TU-8431
b2631	TU0-14327
b2631	TU0-14812
b2632	TU0-13694
b2633	TU0-13694
b2634	TU0-13695
b2635	TU0-13695
b2636	TU0-13695
b2637	TU0-13695
b2638	TU0-13696
b2642	TU0-13698
b2643	TU0-13699
b2644	TU0-13699
b2645	TU0-13699
b2646	TU0-13699
b2647	TU0-13700
b2649	TU0-13702
b2650	TU0-13703
b2652	TU0-13704
b2659	TU0-4001
b2660	TU0-4001
b2661	TU0-1921
b2661	TU0-4001
b2661	TU0-45238
b2661	TU0-4823
b2662	TU0-1921
b2662	TU0-4001
b2662	TU0-45238
b2662	TU0-4823
b2663	TU0-1921
b2663	TU0-4001
b2663	TU0-45238
b2663	TU0-4823
b2664	TU0-14294
b2665	TU0-13708
b2665	TU0-42608
b2666	TU0-13709
b2666	TU0-42608
b2667	TU0-13710
b2668	TU0-13710
b2669	TU00393
b2669	TU00394
b2669	TU00395
b2670	TU0-8745
b2671	TU0-3403
b2672	TU0-13711
b2673	TU0-1022
b2674	TU0-1022
b2675	TU0-1022
b2676	TU0-1022
b2677	TU0-45207
b2677	TU701
b2677	TU702
b2677	TU704
b2678	TU0-45207
b2678	TU701
b2678	TU702
b2678	TU704
b2679	TU0-45207
b2679	TU701
b2679	TU702
b2679	TU704
b2682	TU0-13713
b2683	TU0-13713
b2684	TU00459
b2685	TU00459
b2686	TU00459
b2687	TU0-36414
b2687	TU0-8849
b2688	TU0-13714
b2689	TU0-13715
b2690	TU0-13715
b2691	TU0-14512
b2691	TU00515
b2692	TU00515
b2693	TU00515
b2694	TU00515
b2695	TU00515
b2696	TU0-13716
b2696	TU0-42456
b2696	TU0-42457
b2696	TU0-42458
b2696	TU0-42459
b2696	TU0-45221
b2697	TU0-6441
b2698	TU0-4525
b2699	TU0-4525
b2699	TU00062
b2700	TU0-13718
b2701	TU0-13719
b2702	TU00133
b2703	TU00133
b2704	TU00133
b2705	TU00133
b2706	TU00133
b2707	TU0-7042
b2707	TU00133
b2708	TU00133
b2709	TU0-14258
b2709	TU0-8816
b2710	TU0-4441
b2711	TU0-4441
b2712	TU0-14405
b2712	TU0-14406
b2712	TU0-14407
b2712	TU424
b2713	TU424
b2714	TU00242
b2715	TU00241
b2716	TU0-42599
b2716	TU00241
b2717	TU00153
b2718	TU00153
b2719	TU00153
b2720	TU00153
b2721	TU00153
b2722	TU00153
b2723	TU00153
b2724	TU00153
b2725	TU00153
b2726	TU0-8344
b2726	TU00154
b2727	TU0-8344
b2727	TU0-8345
b2727	TU00154
b2727	TU00424
b2728	TU0-8344
b2728	TU0-8345
b2728	TU00154
b2728	TU00424
b2729	TU0-8344
b2729	TU0-8345
b2729	TU00154
b2729	TU00424
b2730	TU0-8344
b2730	TU0-8345
b2730	TU00154
b2730	TU00424
b2731	TU0-8344
b2731	TU0-8345
b2732	TU-8443
b2733	TU723
b2734	TU0-13720
b2735	TU0-8746
b2736	TU0-13721
b2737	TU0-13721
b2737	TU0-14275
b2738	TU0-13722
b2739	TU0-13722
b2740	TU0-13723
b2741	TU0-14649
b2741	TU0-14650
b2741	TU0-14651
b2741	TU0-14652
b2741	TU00309
b2741	TU00440
b2741	TU00442
b2742	TU00309
b2742	TU00440
b2743	TU00363
b2744	TU00363
b2745	TU0-14314
b2746	TU0-14313
b2747	TU0-14313
b2748	TU0-14312
b2749	TU0-13724
b2750	TU00146
b2751	TU00146
b2752	TU00146
b2753	TU0-8811
b2754	TU0-13725
b2754	TU0-14469
b2754	TU0-14558
b2755	TU0-13725
b2755	TU0-14558
b2756	TU0-13725
b2756	TU0-14558
b2757	TU0-13725
b2757	TU0-14558
b2758	TU0-13725
b2759	TU0-13725
b2760	TU0-13725
b2761	TU0-13726
b2762	TU0-14511
b2762	TU00078
b2763	TU00078
b2764	TU00078
b2765	TU0-13727
b2766	TU0-13728
b2767	TU0-13728
b2768	TU0-13728
b2769	TU0-13729
b2770	TU0-13729
b2771	TU0-13730
b2772	TU0-13731
b2774	TU0-13732
b2775	TU0-13733
b2776	TU0-13733
b2777	TU0-8339
b2778	TU0-8338
b2779	TU0-14412
b2779	TU0-14413
b2779	TU0-14414
b2779	TU0-14653
b2779	TU0-14654
b2779	TU0-14820
b2779	TU0-14821
b2779	TU0-45189
b2779	TU0-45270
b2779	TU0-6428
b2779	TU0-6557
b2780	TU0-14654
b2780	TU0-6428
b2780	TU0-6557
b2781	TU522
b2781	TU523
b2782	TU0-14269
b2782	TU521
b2782	TU522
b2782	TU523
b2783	TU0-14269
b2783	TU521
b2783	TU522
b2783	TU523
b2784	TU0-14269
b2784	TU0-42589
b2784	TU0-42590
b2784	TU521
b2785	TU0-13735
b2786	TU0-8337
b2787	TU0-4462
b2788	TU0-4462
b2789	TU0-4462
b2790	TU0-13736
b2791	TU0-13736
b2792	TU0-13736
b2793	TU0-13737
b2794	TU0-13738
b2795	TU0-13739
b2796	TU00454
b2797	TU00454
b2798	TU0-13740
b2799	TU0-42697
b2799	TU00135
b2800	TU00135
b2801	TU00128
b2802	TU00128
b2803	TU00128
b2804	TU0-42698
b2804	TU00128
b2805	TU0-14502
b2805	TU00128
b2806	TU0-14306
b2807	TU0-14307
b2808	TU00171
b2809	TU0-8747
b2810	TU0-13741
b2811	TU0-13741
b2812	TU0-13742
b2813	TU0-13743
b2814	TU00496
b2815	TU00496
b2816	TU00496
b2817	TU0-8767
b2818	TU0-8472
b2819	TU0-13744
b2820	TU0-13744
b2821	TU0-13744
b2821	TU0-6683
b2822	TU-8388
b2822	TU0-13745
b2823	TU0-13745
b2824	TU0-13745
b2825	TU0-13745
b2826	TU0-13745
b2827	TU0-42616
b2827	TU00295
b2828	TU0-42614
b2828	TU00295
b2829	TU0-13746
b2830	TU0-13746
b2831	TU0-13747
b2832	TU0-13748
b2833	TU0-13749
b2834	TU0-13750
b2835	TU0-13751
b2836	TU0-13751
b2837	TU0-881
b2838	TU00185
b2839	TU00186
b2840	TU0-13754
b2840	TU0-42571
b2841	TU0-42571
b2841	TU00076
b2842	TU0-13755
b2843	TU0-13756
b2844	TU0-13757
b2845	TU0-13758
b2846	TU0-13759
b2847	TU0-13760
b2848	TU0-13760
b2849	TU0-8652
b2851	TU0-13762
b2852	TU0-13763
b2853	TU0-13764
b2860	TU0-13767
b2861	TU0-13767
b2863	TU0-13769
b2864	TU0-13770
b2864	TU00516
b2865	TU0-13771
b2866	TU0-14792
b2866	TU0-3145
b2867	TU0-14792
b2867	TU0-3145
b2868	TU0-14792
b2868	TU0-3145
b2869	TU0-8748
b2870	TU0-13773
b2871	TU0-13774
b2872	TU0-13775
b2873	TU0-13776
b2874	TU0-13777
b2875	TU0-13778
b2876	TU0-13779
b2877	TU0-13780
b2878	TU0-13781
b2879	TU0-13781
b2879	TU0-42558
b2880	TU0-13782
b2881	TU0-13782
b2882	TU0-13783
b2883	TU0-13783
b2885	TU0-13783
b2886	TU0-13784
b2887	TU0-13784
b2888	TU0-13785
b2889	TU0-13786
b2890	TU00324
b2891	TU-8392
b2891	TU00324
b2892	TU-8392
b2892	TU0-14489
b2892	TU0-45199
b2893	TU-8392
b2893	TU0-14489
b2893	TU0-4141
b2893	TU0-45199
b2894	TU0-13787
b2894	TU0-14489
b2894	TU0-45199
b2895	TU0-3202
b2896	TU0-13788
b2897	TU0-13788
b2898	TU0-8749
b2899	TU0-13789
b2900	TU0-13790
b2901	TU-8439
b2902	TU0-13791
b2903	TU0-14509
b2903	TU00170
b2904	TU00170
b2905	TU00170
b2906	TU0-13792
b2907	TU0-13792
b2908	TU0-13792
b2909	TU0-13792
b2910	TU0-13793
b2911	TU0-13794
b2911	TU0-14689
b2911	TU0-36423
b2911	TU0-36424
b2911	TU0-45172
b2911	TU0-45173
b2912	TU0-13794
b2912	TU0-14689
b2912	TU0-45173
b2913	TU0-2342
b2913	TU00224
b2914	TU0-7341
b2916	TU0-1341
b2917	TU0-8343
