bnumber	GOTerm
b1183	GO:0008236
b1183	GO:0009355
b1183	GO:0009432
b1183	GO:0019985
b1183	GO:0042802
b1184	GO:0003684
b1184	GO:0003697
b1184	GO:0003887
b1184	GO:0005886
b1184	GO:0006974
b1184	GO:0008094
b1184	GO:0009355
b1184	GO:0009432
b1184	GO:0016020
b1184	GO:0016021
b1184	GO:0019985
b1184	GO:0042276
b1185	GO:0005887
b1185	GO:0006457
b1185	GO:0009055
b1185	GO:0009408
b1185	GO:0015035
b1185	GO:0016672
b1185	GO:0048039
b1186	GO:0005886
b1186	GO:0005887
b1186	GO:0006814
b1186	GO:0010226
b1186	GO:0015385
b1186	GO:0015491
b1186	GO:0016021
b1186	GO:0051452
b1186	GO:1902600
b1187	GO:0000062
b1187	GO:0003677
b1187	GO:0003700
b1187	GO:0005829
b1187	GO:0019217
b1187	GO:0019395
b1187	GO:0045723
b1187	GO:0045892
b1187	GO:0045893
b1188	GO:0006974
b1189	GO:0005737
b1189	GO:0005886
b1189	GO:0008718
b1189	GO:0016491
b1189	GO:0019480
b1189	GO:0055130
b1190	GO:0005829
b1190	GO:0008784
b1190	GO:0019480
b1190	GO:0030170
b1190	GO:0030632
b1191	GO:0005886
b1191	GO:0005887
b1191	GO:0006884
b1191	GO:0015386
b1191	GO:0050660
b1192	GO:0004180
b1192	GO:0005829
b1192	GO:0008236
b1192	GO:0008360
b1192	GO:0009050
b1192	GO:0009252
b1192	GO:0009254
b1192	GO:0071555
b1193	GO:0000270
b1193	GO:0008932
b1193	GO:0008933
b1193	GO:0009279
b1193	GO:0016837
b1193	GO:0016998
b1193	GO:0071555
b1194	GO:0009425
b1194	GO:0035438
b1194	GO:0071945
b1194	GO:0071973
b1195	GO:0005886
b1195	GO:0016021
b1196	NA
b1197	GO:0004555
b1197	GO:0005993
b1197	GO:0006974
b1197	GO:0030288
b1197	GO:0071474
b1198	GO:0005829
b1198	GO:0006974
b1198	GO:0009401
b1198	GO:0016021
b1198	GO:0019563
b1198	GO:0047324
b1199	GO:0000287
b1199	GO:0004371
b1199	GO:0005524
b1199	GO:0005829
b1199	GO:0019563
b1199	GO:0043531
b1199	GO:0047324
b1200	GO:0004371
b1200	GO:0005829
b1200	GO:0006974
b1200	GO:0019563
b1200	GO:0042182
b1200	GO:0042802
b1200	GO:0046365
b1200	GO:0047324
b1200	GO:0061610
b1201	GO:0005524
b1201	GO:0006071
b1201	GO:0006351
b1201	GO:0006355
b1201	GO:0008134
b1201	GO:0043565
b1202	GO:0019867
b1202	GO:0043708
b1203	GO:0004857
b1203	GO:0005524
b1203	GO:0005525
b1203	GO:0005737
b1203	GO:0006979
b1203	GO:0016887
b1203	GO:0043022
b1203	GO:0043023
b1203	GO:0046872
b1204	GO:0004045
b1204	GO:0005737
b1204	GO:0006412
b1204	GO:0006515
b1205	GO:0044011
b1205	GO:0070301
b1205	GO:0071276
b1206	GO:0005886
b1206	GO:0008271
b1206	GO:0015138
b1206	GO:0015141
b1206	GO:0015183
b1206	GO:0015741
b1206	GO:0015810
b1206	GO:0016021
b1206	GO:0071422
b1207	GO:0000287
b1207	GO:0002189
b1207	GO:0004749
b1207	GO:0005524
b1207	GO:0005737
b1207	GO:0005829
b1207	GO:0006015
b1207	GO:0006164
b1207	GO:0009116
b1207	GO:0009156
b1207	GO:0016301
b1207	GO:0034214
b1207	GO:0042301
b1207	GO:0042802
b1207	GO:0043531
b1208	GO:0005524
b1208	GO:0016114
b1208	GO:0019288
b1208	GO:0050515
b1209	GO:0015031
b1209	GO:0030288
b1209	GO:0036406
b1209	GO:0042157
b1209	GO:0044874
b1210	GO:0008883
b1210	GO:0019353
b1210	GO:0042802
b1210	GO:0050661
b1211	GO:0005829
b1211	GO:0006415
b1211	GO:0016149
b1211	GO:0043022
b1212	GO:0003676
b1212	GO:0006415
b1212	GO:0006479
b1212	GO:0008276
b1212	GO:0008757
b1212	GO:0010468
b1212	GO:0018364
b1212	GO:0036009
b1212	GO:0102559
b1213	GO:0005886
b1213	GO:0016021
b1214	NA
b1215	GO:0005829
b1215	GO:0008676
b1215	GO:0019294
b1215	GO:0032991
b1215	GO:0042802
b1216	GO:0005886
b1216	GO:0005887
b1216	GO:0006814
b1216	GO:0006883
b1216	GO:0015385
b1216	GO:0015386
b1216	GO:0030007
b1217	NA
b1218	GO:0003839
b1218	GO:0005737
b1218	GO:0006751
b1218	GO:0061928
b1218	GO:0071973
b1219	GO:0005829
b1219	GO:0032991
b1219	GO:0042802
b1220	GO:0009279
b1220	GO:0009405
b1220	GO:0042597
b1221	GO:0000160
b1221	GO:0000976
b1221	GO:0001217
b1221	GO:0003677
b1221	GO:0005524
b1221	GO:0005829
b1221	GO:0006355
b1221	GO:0010468
b1221	GO:0032993
b1221	GO:0042128
b1221	GO:0042802
b1221	GO:0090352
b1222	GO:0000155
b1222	GO:0004721
b1222	GO:0005524
b1222	GO:0005886
b1222	GO:0005887
b1222	GO:0006470
b1222	GO:0006974
b1222	GO:0007165
b1222	GO:0030288
b1222	GO:0042128
b1222	GO:0046777
b1222	GO:0046983
b1222	GO:0071249
b1222	GO:0071250
b1223	GO:0005452
b1223	GO:0005886
b1223	GO:0005887
b1223	GO:0015112
b1223	GO:0015514
b1223	GO:0015706
b1223	GO:0015707
b1223	GO:0042128
b1224	GO:0008940
b1224	GO:0009055
b1224	GO:0009061
b1224	GO:0016020
b1224	GO:0031224
b1224	GO:0031235
b1224	GO:0042126
b1224	GO:0042128
b1224	GO:0043546
b1224	GO:0044799
b1224	GO:0046872
b1224	GO:0051539
b1225	GO:0008940
b1225	GO:0009055
b1225	GO:0009061
b1225	GO:0016020
b1225	GO:0031224
b1225	GO:0031235
b1225	GO:0042126
b1225	GO:0042128
b1225	GO:0044799
b1225	GO:0046872
b1225	GO:0051538
b1225	GO:0051539
b1226	GO:0005737
b1226	GO:0016530
b1226	GO:0042128
b1226	GO:0051082
b1226	GO:0051131
b1227	GO:0005886
b1227	GO:0005887
b1227	GO:0008940
b1227	GO:0009055
b1227	GO:0009061
b1227	GO:0009325
b1227	GO:0019645
b1227	GO:0020037
b1227	GO:0042128
b1227	GO:0044799
b1227	GO:0046872
b1228	NA
b1229	NA
b1232	GO:0005829
b1232	GO:0006164
b1232	GO:0006189
b1232	GO:0006730
b1232	GO:0008864
b1232	GO:0009152
b1232	GO:0009257
b1232	GO:0016742
b1233	NA
b1234	GO:0004622
b1234	GO:0016042
b1234	GO:0046470
b1235	GO:0000156
b1235	GO:0000976
b1235	GO:0001216
b1235	GO:0005829
b1235	GO:0016989
b1235	GO:0031648
b1235	GO:0032993
b1235	GO:0045862
b1236	GO:0000287
b1236	GO:0003983
b1236	GO:0005829
b1236	GO:0006011
b1236	GO:0009242
b1236	GO:0009244
b1236	GO:0032991
b1236	GO:0033499
b1236	GO:0042802
b1236	GO:1900727
b1237	GO:0000976
b1237	GO:0001217
b1237	GO:0003680
b1237	GO:0003681
b1237	GO:0003723
b1237	GO:0005829
b1237	GO:0006417
b1237	GO:0009295
b1237	GO:0016020
b1237	GO:0016458
b1237	GO:0032993
b1237	GO:0042802
b1237	GO:0045892
b1237	GO:0046983
b1237	GO:1900232
b1238	GO:0004797
b1238	GO:0005524
b1238	GO:0005829
b1238	GO:0008270
b1238	GO:0036198
b1238	GO:0042802
b1238	GO:0046104
b1238	GO:0071897
b1241	GO:0004022
b1241	GO:0005829
b1241	GO:0006115
b1241	GO:0008774
b1241	GO:0015976
b1241	GO:0016020
b1241	GO:0042802
b1241	GO:0046872
b1242	GO:0005886
b1242	GO:0005887
b1243	GO:0006857
b1243	GO:0009408
b1243	GO:0015031
b1243	GO:0015833
b1243	GO:0030288
b1243	GO:0043190
b1243	GO:0061077
b1243	GO:1900750
b1243	GO:1904680
b1244	GO:0005886
b1244	GO:0015031
b1244	GO:0016021
b1244	GO:0055085
b1245	GO:0005886
b1245	GO:0015031
b1245	GO:0016021
b1245	GO:0055085
b1246	GO:0005524
b1246	GO:0005886
b1246	GO:0015031
b1246	GO:0042626
b1247	GO:0005524
b1247	GO:0005886
b1247	GO:0015031
b1247	GO:0042626
b1248	NA
b1249	GO:0005886
b1249	GO:0008808
b1249	GO:0016020
b1249	GO:0016021
b1249	GO:0032049
b1250	GO:0005886
b1250	GO:0006813
b1250	GO:0016021
b1250	GO:0032991
b1250	GO:0042802
b1251	GO:0005829
b1252	GO:0005886
b1252	GO:0015031
b1252	GO:0015343
b1252	GO:0015889
b1252	GO:0015891
b1252	GO:0019904
b1252	GO:0030288
b1252	GO:0030313
b1252	GO:0031992
b1252	GO:0042914
b1252	GO:0071575
b1252	GO:0098002
b1252	GO:0098797
b1253	GO:0005829
b1253	GO:0006631
b1253	GO:0006637
b1253	GO:0036042
b1253	GO:0047617
b1254	GO:0000917
b1254	GO:0005886
b1254	GO:0005887
b1255	GO:0005886
b1255	GO:0016021
b1256	GO:0009279
b1256	GO:0016021
b1256	GO:0055085
b1257	NA
b1258	GO:0006974
b1259	GO:0071978
b1260	GO:0000162
b1260	GO:0004834
b1260	GO:0005737
b1260	GO:0005829
b1260	GO:0009073
b1260	GO:0016829
b1261	GO:0000162
b1261	GO:0004834
b1261	GO:0005737
b1261	GO:0005829
b1261	GO:0009073
b1261	GO:0030170
b1261	GO:0042802
b1262	GO:0000162
b1262	GO:0004425
b1262	GO:0004640
b1263	GO:0000162
b1263	GO:0000287
b1263	GO:0002047
b1263	GO:0004048
b1263	GO:0004049
b1263	GO:0006541
b1264	GO:0000162
b1264	GO:0004049
b1264	GO:0005829
b1264	GO:0046872
b1265	GO:0000162
b1265	GO:0090357
b1266	GO:0000166
b1266	GO:0004534
b1266	GO:0008252
b1266	GO:0030145
b1266	GO:0035312
b1266	GO:0097657
b1267	GO:0003725
b1267	GO:0005829
b1268	GO:0005886
b1269	GO:0000455
b1269	GO:0003723
b1269	GO:0005829
b1269	GO:0120159
b1270	GO:0005524
b1270	GO:0005737
b1270	GO:0006779
b1270	GO:0008817
b1270	GO:0009236
b1270	GO:0019250
b1271	GO:0005829
b1271	GO:0016491
b1272	GO:0004252
b1272	GO:0005886
b1272	GO:0006508
b1272	GO:0016021
b1273	GO:0005829
b1274	GO:0003677
b1274	GO:0003916
b1274	GO:0003917
b1274	GO:0005694
b1274	GO:0005829
b1274	GO:0006265
b1274	GO:0046872
b1275	GO:0000976
b1275	GO:0003677
b1275	GO:0003700
b1275	GO:0005829
b1275	GO:0006355
b1275	GO:0010165
b1275	GO:0019344
b1275	GO:0042802
b1276	GO:0003729
b1276	GO:0003730
b1276	GO:0003994
b1276	GO:0005506
b1276	GO:0005737
b1276	GO:0005829
b1276	GO:0006097
b1276	GO:0006099
b1276	GO:0006101
b1276	GO:0006979
b1276	GO:0009061
b1276	GO:0046872
b1276	GO:0047780
b1276	GO:0051539
b1277	GO:0000287
b1277	GO:0003935
b1277	GO:0005525
b1277	GO:0005829
b1277	GO:0008270
b1277	GO:0009231
b1278	GO:0000810
b1278	GO:0005886
b1278	GO:0005887
b1278	GO:0006655
b1278	GO:0008195
b1278	GO:0008962
b1278	GO:0009252
b1278	GO:0009279
b1278	GO:0009395
b1278	GO:0046474
b1278	GO:0050380
b1279	GO:0005886
b1279	GO:0005887
b1279	GO:0008653
b1280	GO:0005506
b1280	GO:0005829
b1280	GO:0005887
b1280	GO:0008653
b1280	GO:0031235
b1280	GO:0046872
b1280	GO:0046890
b1280	GO:0051301
b1281	GO:0004590
b1281	GO:0005737
b1281	GO:0005829
b1281	GO:0006207
b1281	GO:0015949
b1281	GO:0016831
b1281	GO:0044205
b1282	GO:0001731
b1282	GO:0002188
b1282	GO:0003729
b1282	GO:0003743
b1282	GO:0043024
b1283	GO:0005886
b1283	GO:0019867
b1284	GO:0003677
b1284	GO:0003700
b1284	GO:0005829
b1284	GO:0006355
b1284	GO:0006974
b1285	GO:0005525
b1285	GO:0010608
b1285	GO:0031280
b1285	GO:0071111
b1286	GO:0003723
b1286	GO:0005829
b1286	GO:0006402
b1286	GO:0008408
b1286	GO:0008859
b1287	NA
b1288	GO:0004318
b1288	GO:0005829
b1288	GO:0008610
b1288	GO:0009102
b1288	GO:0016020
b1288	GO:0016631
b1288	GO:0030497
b1288	GO:0042802
b1288	GO:0046677
b1288	GO:0070404
b1288	GO:1902494
b1289	NA
b1290	GO:0005524
b1290	GO:0005886
b1290	GO:0015489
b1290	GO:0015847
b1290	GO:0042626
b1291	GO:0005524
b1291	GO:0005886
b1291	GO:0015489
b1291	GO:0015833
b1291	GO:0015847
b1291	GO:0071805
b1292	GO:0005886
b1292	GO:0015489
b1292	GO:0015847
b1292	GO:0016021
b1293	GO:0005886
b1293	GO:0015489
b1293	GO:0015847
b1293	GO:0016021
b1293	GO:0071916
b1294	GO:0015833
b1294	GO:0030288
b1294	GO:0043190
b1294	GO:1904680
b1295	GO:0005829
b1296	GO:0005886
b1296	GO:0006865
b1296	GO:0006974
b1296	GO:0009447
b1296	GO:0015295
b1296	GO:0015489
b1296	GO:0015847
b1296	GO:0016021
b1297	GO:0004356
b1297	GO:0005524
b1297	GO:0006542
b1297	GO:0006598
b1297	GO:0009447
b1297	GO:0034024
b1298	GO:0006598
b1298	GO:0009447
b1298	GO:0033969
b1299	GO:0003677
b1299	GO:0003700
b1299	GO:0006351
b1299	GO:0006355
b1299	GO:0009447
b1300	GO:0004029
b1300	GO:0004030
b1300	GO:0009447
b1300	GO:0033721
b1301	GO:0005737
b1301	GO:0009447
b1301	GO:0016491
b1302	GO:0003867
b1302	GO:0005829
b1302	GO:0009447
b1302	GO:0009450
b1302	GO:0030170
b1302	GO:0034386
b1303	GO:0000160
b1303	GO:0003677
b1303	GO:0005524
b1303	GO:0005737
b1303	GO:0008134
b1303	GO:0042802
b1303	GO:0043565
b1303	GO:0045892
b1303	GO:0045893
b1304	GO:0005543
b1304	GO:0005829
b1304	GO:0009271
b1304	GO:0009408
b1304	GO:0031234
b1304	GO:0042802
b1304	GO:0043433
b1304	GO:0060187
b1305	GO:0005886
b1305	GO:0006355
b1305	GO:0009271
b1305	GO:0016021
b1306	GO:0005886
b1306	GO:0010557
b1306	GO:0016021
b1307	GO:0005737
b1307	GO:0005886
b1307	GO:0009271
b1308	GO:0004792
b1308	GO:0030288
b1308	GO:0042597
b1309	GO:0005975
b1309	GO:0110068
b1310	GO:0042597
b1311	GO:0005886
b1311	GO:0016021
b1311	GO:0055085
b1312	GO:0005886
b1312	GO:0016021
b1312	GO:0055085
b1313	GO:0005975
b1313	GO:0008270
b1313	GO:0016616
b1314	GO:0005829
b1314	GO:0005975
b1314	GO:0016857
b1314	GO:0030145
b1315	GO:0000166
b1315	GO:0005975
b1315	GO:0016616
b1316	GO:0004553
b1316	GO:0005975
b1316	GO:0030246
b1316	GO:0033831
b1317	GO:0000287
b1317	GO:0005737
b1317	GO:0005975
b1317	GO:0006974
b1317	GO:0008801
b1317	GO:0009294
b1317	GO:0016787
b1317	GO:0046677
b1319	GO:0009279
b1319	GO:0015288
b1319	GO:0015478
b1319	GO:0015481
b1319	GO:0034219
b1319	GO:0045203
b1319	GO:0046930
b1320	GO:0000976
b1320	GO:0003700
b1320	GO:0006351
b1320	GO:0006355
b1320	GO:0006974
b1321	GO:0005524
b1322	GO:0005886
b1322	GO:0016021
b1323	GO:0000160
b1323	GO:0003677
b1323	GO:0005524
b1323	GO:0005829
b1323	GO:0006355
b1323	GO:0008134
b1323	GO:0019439
b1323	GO:0045892
b1324	GO:0005737
b1324	GO:0005829
b1324	GO:0008379
b1324	GO:0032843
b1324	GO:0034599
b1324	GO:0042597
b1325	GO:0009063
b1325	GO:0009254
b1325	GO:0016855
b1325	GO:0046872
b1325	GO:0071555
b1325	GO:0103031
b1326	GO:0004040
b1326	GO:0005737
b1326	GO:0008270
b1326	GO:0009050
b1326	GO:0009253
b1326	GO:0016998
b1326	GO:0061473
b1326	GO:0071555
b1327	GO:0051301
b1328	GO:0003677
b1328	GO:0003700
b1328	GO:0006351
b1328	GO:0043565
b1328	GO:0045892
b1328	GO:0071978
b1329	GO:0015031
b1329	GO:0015833
b1329	GO:0030288
b1329	GO:0042597
b1329	GO:0042939
b1329	GO:0043190
b1329	GO:1900750
b1329	GO:1904680
b1330	GO:0005886
b1330	GO:0006811
b1330	GO:0016021
b1330	GO:0042802
b1330	GO:0055085
b1331	GO:0003677
b1331	GO:0004803
b1331	GO:0006313
b1332	GO:0005886
b1332	GO:0016021
b1333	GO:0005737
b1333	GO:0034644
b1333	GO:0044010
b1333	GO:0070301
b1333	GO:0071973
b1334	GO:0000976
b1334	GO:0001216
b1334	GO:0003677
b1334	GO:0003700
b1334	GO:0005829
b1334	GO:0006355
b1334	GO:0009061
b1334	GO:0032993
b1334	GO:0045893
b1334	GO:0046872
b1334	GO:0051536
b1334	GO:0051539
b1334	GO:0071731
b1335	GO:0003908
b1335	GO:0005737
b1335	GO:0006307
b1335	GO:0032259
b1336	GO:0005886
b1336	GO:0006865
b1336	GO:0015291
b1336	GO:0015558
b1336	GO:0015814
b1336	GO:0016021
b1336	GO:1902604
b1337	GO:0005737
b1337	GO:0016805
b1337	GO:0046657
b1337	GO:0046982
b1337	GO:0071713
b1338	GO:0005737
b1338	GO:0016805
b1338	GO:0046657
b1338	GO:0046982
b1338	GO:0071713
b1339	GO:0000976
b1339	GO:0003700
b1339	GO:0006355
b1340	GO:0003677
b1340	GO:0004520
b1341	GO:0005525
b1341	GO:0005886
b1341	GO:0042802
b1341	GO:0043709
b1341	GO:0046872
b1341	GO:0051091
b1341	GO:0052621
b1341	GO:1900233
b1341	GO:1902201
b1342	GO:0000287
b1342	GO:0005385
b1342	GO:0005887
b1342	GO:0015087
b1342	GO:0015095
b1342	GO:0015295
b1342	GO:0022883
b1342	GO:0050897
b1342	GO:0071577
b1342	GO:0071578
b1343	GO:0000027
b1343	GO:0003724
b1343	GO:0005524
b1343	GO:0005737
b1343	GO:0016887
b1343	GO:0019843
b1343	GO:0033677
b1343	GO:0034458
b1343	GO:0043531
b1344	GO:0000049
b1344	GO:0000287
b1344	GO:0005524
b1344	GO:0005829
b1344	GO:0006400
b1344	GO:0016783
b1344	GO:0034227
b1344	GO:0051539
b1345	GO:0003677
b1345	GO:0006310
b1345	GO:0015074
b1345	GO:0044826
b1345	GO:0046718
b1345	GO:0075713
b1346	GO:0032359
b1346	GO:1990837
b1347	GO:0006259
b1347	GO:0046677
b1348	GO:0009307
b1348	GO:0046677
b1348	GO:1990238
b1349	GO:0003677
b1349	GO:0003697
b1349	GO:0006310
b1349	GO:0032508
b1349	GO:0032993
b1350	GO:0042802
b1350	GO:0051908
b1351	NA
b1352	GO:0007049
b1352	GO:0046677
b1352	GO:0051301
b1352	GO:0051782
b1353	GO:0005886
b1353	GO:0016021
b1355	NA
b1356	GO:0001217
b1356	GO:0003677
b1356	GO:2000143
b1357	GO:0003677
b1357	GO:0008219
b1358	GO:0043093
b1359	NA
b1360	GO:0005524
b1360	GO:0006260
b1360	GO:0006271
b1361	NA
b1362	GO:0008233
b1362	GO:0019076
b1362	GO:0019835
b1362	GO:0042742
b1363	GO:0005267
b1363	GO:0005886
b1363	GO:0005887
b1363	GO:0015079
b1363	GO:0015379
b1363	GO:0030955
b1363	GO:0071805
b1365	NA
b1366	NA
b1368	NA
b1370	GO:0003677
b1370	GO:0004803
b1370	GO:0005829
b1370	GO:0006313
b1370	GO:0045893
b1372	GO:0005198
b1373	NA
b1374	GO:0000150
b1374	GO:0003677
b1374	GO:0006310
b1374	GO:0015074
b1374	GO:0016787
b1374	GO:0016874
b1375	GO:0009409
b1376	GO:0005524
b1376	GO:0006979
b1376	GO:0007155
b1377	GO:0009279
b1377	GO:0015288
b1377	GO:0016020
b1377	GO:0034219
b1377	GO:0046930
b1378	GO:0005506
b1378	GO:0006979
b1378	GO:0022900
b1378	GO:0030976
b1378	GO:0043873
b1378	GO:0051539
b1379	GO:0009408
b1380	GO:0005829
b1380	GO:0008720
b1380	GO:0009408
b1380	GO:0019664
b1380	GO:0070404
b1381	GO:0005886
b1382	NA
b1383	NA
b1384	GO:0000986
b1384	GO:0003700
b1384	GO:0045893
b1385	GO:0006559
b1385	GO:0008957
b1385	GO:0009435
b1385	GO:0016491
b1385	GO:0019607
b1385	GO:0032991
b1385	GO:0046196
b1385	GO:0047106
b1386	GO:0005507
b1386	GO:0005509
b1386	GO:0006559
b1386	GO:0008131
b1386	GO:0009308
b1386	GO:0019607
b1386	GO:0042597
b1386	GO:0048038
b1386	GO:0052593
b1386	GO:0052594
b1386	GO:0052595
b1386	GO:0052596
b1387	GO:0004300
b1387	GO:0010124
b1387	GO:0016620
b1387	GO:0016726
b1387	GO:0016803
b1387	GO:0016823
b1388	GO:0005829
b1388	GO:0010124
b1388	GO:0097266
b1389	GO:0010124
b1390	GO:0005829
b1390	GO:0010124
b1391	GO:0010124
b1392	GO:0009055
b1392	GO:0010124
b1392	GO:0046872
b1392	GO:0050660
b1392	GO:0051537
b1393	GO:0004300
b1393	GO:0006635
b1393	GO:0010124
b1393	GO:0042802
b1394	GO:0004300
b1394	GO:0006635
b1394	GO:0010124
b1394	GO:0016853
b1394	GO:0042802
b1395	GO:0003857
b1395	GO:0006631
b1395	GO:0008691
b1395	GO:0010124
b1395	GO:0070403
b1396	GO:0010124
b1396	GO:0016289
b1397	GO:0003988
b1397	GO:0006635
b1397	GO:0006974
b1397	GO:0010124
b1397	GO:0016740
b1397	GO:0019619
b1397	GO:0033812
b1398	GO:0005524
b1398	GO:0010124
b1398	GO:0016405
b1398	GO:0047475
b1399	GO:0000984
b1399	GO:0006351
b1399	GO:0010124
b1399	GO:2000143
b1400	GO:0010124
b1400	GO:0016289
b1400	GO:0016740
b1402	GO:0003677
b1402	GO:0006310
b1402	GO:0015074
b1402	GO:0032196
b1403	GO:0003677
b1403	GO:0004803
b1403	GO:0006313
b1404	GO:0003677
b1404	GO:0004803
b1404	GO:0006313
b1404	GO:0015074
b1404	GO:0032196
b1406	GO:0005829
b1406	GO:0047834
b1406	GO:0050236
b1407	NA
b1408	GO:0005886
b1408	GO:0008654
b1408	GO:0016021
b1408	GO:0016780
b1409	GO:0005886
b1409	GO:0009273
b1409	GO:0016021
b1409	GO:0016772
b1410	GO:0016020
b1410	GO:0016298
b1411	GO:0004725
b1411	GO:0005886
b1411	GO:0008138
b1411	GO:0016021
b1412	GO:0005829
b1412	GO:0006979
b1412	GO:0009055
b1412	GO:0010181
b1412	GO:0016652
b1412	GO:0016655
b1412	GO:0050446
b1413	GO:0000462
b1413	GO:0003723
b1413	GO:0003724
b1413	GO:0004386
b1413	GO:0005524
b1413	GO:0006397
b1413	GO:0009451
b1414	GO:0005886
b1415	GO:0004777
b1415	GO:0005829
b1415	GO:0008911
b1415	GO:0019301
b1415	GO:0032991
b1415	GO:0042355
b1415	GO:0042802
b1415	GO:0050569
b1418	GO:0005886
b1418	GO:0005887
b1418	GO:0009055
b1418	GO:0019430
b1418	GO:0020037
b1418	GO:0022904
b1418	GO:0046872
b1419	NA
b1420	NA
b1421	GO:0004888
b1421	GO:0005886
b1421	GO:0005887
b1421	GO:0006935
b1421	GO:0007165
b1421	GO:0042803
b1421	GO:0098561
b1422	GO:0000986
b1422	GO:0003677
b1422	GO:0003700
b1422	GO:0005829
b1422	GO:0006355
b1422	GO:0043565
b1422	GO:0045892
b1423	NA
b1424	GO:0003824
b1424	GO:0030246
b1424	GO:0030288
b1424	GO:0051274
b1426	NA
b1427	GO:0004596
b1427	GO:0005737
b1427	GO:0006464
b1427	GO:0006474
b1427	GO:0008080
b1427	GO:0008999
b1427	GO:0017198
b1427	GO:1990189
b1428	GO:0016746
b1429	GO:0005886
b1429	GO:0006812
b1429	GO:0016021
b1429	GO:0042802
b1429	GO:0046583
b1429	GO:0046677
b1429	GO:0046690
b1429	GO:0055085
b1430	GO:0005829
b1430	GO:0008757
b1430	GO:0009636
b1430	GO:0032259
b1430	GO:0046677
b1430	GO:0046690
b1431	GO:0005886
b1432	GO:0003677
b1432	GO:0006310
b1432	GO:0032196
b1432	GO:0046872
b1433	GO:0005886
b1433	GO:0016021
b1433	GO:0042925
b1434	GO:0003677
b1434	GO:0003700
b1434	GO:0006355
b1434	GO:0043565
b1434	GO:0045892
b1434	GO:0045893
b1435	GO:0000154
b1436	NA
b1438	GO:0003677
b1439	GO:0003677
b1439	GO:0003700
b1439	GO:0008483
b1439	GO:0009058
b1439	GO:0030170
b1439	GO:1901605
b1440	GO:0009290
b1440	GO:0015846
b1440	GO:0016746
b1440	GO:0019808
b1440	GO:0030288
b1440	GO:0042619
b1441	GO:0005524
b1441	GO:0042626
b1441	GO:0043190
b1442	GO:0005887
b1442	GO:0055085
b1443	GO:0005886
b1443	GO:0009290
b1443	GO:0016021
b1443	GO:0055085
b1444	GO:0004029
b1444	GO:0005829
b1444	GO:0009447
b1444	GO:0019145
b1444	GO:0019477
b1444	GO:0033737
b1444	GO:0042802
b1444	GO:0051287
b1444	GO:0051289
b1445	GO:0001896
b1445	GO:0005887
b1446	GO:0005829
b1447	GO:0005886
b1447	GO:0016021
b1448	GO:0008080
b1448	GO:0016747
b1448	GO:0103045
b1449	GO:0016491
b1450	GO:0003677
b1450	GO:0003700
b1450	GO:0045892
b1451	GO:0015344
b1451	GO:0016021
b1451	GO:0031230
b1451	GO:0038023
b1451	GO:0044718
b1452	GO:0003677
b1452	GO:0030288
b1453	GO:0005886
b1453	GO:0006865
b1453	GO:0016021
b1453	GO:0055085
b1454	GO:0006749
b1454	GO:0016740
b1455	NA
b1456	NA
b1457	NA
b1459	GO:0003677
b1459	GO:0004803
b1459	GO:0006313
b1460	GO:0003677
b1460	GO:0004803
b1460	GO:0006313
b1461	GO:0005737
b1461	GO:0006725
b1461	GO:0016862
b1462	GO:0010181
b1463	GO:0004060
b1463	GO:0005737
b1463	GO:0046990
b1464	GO:0005737
b1464	GO:0009058
b1464	GO:0016853
b1465	GO:0005886
b1465	GO:0008940
b1465	GO:0009055
b1465	GO:0009061
b1465	GO:0009325
b1465	GO:0016021
b1465	GO:0019645
b1465	GO:0020037
b1465	GO:0042128
b1465	GO:0046872
b1466	GO:0005737
b1466	GO:0016530
b1466	GO:0042128
b1466	GO:0051082
b1466	GO:0051131
b1467	GO:0005886
b1467	GO:0006974
b1467	GO:0008940
b1467	GO:0009055
b1467	GO:0009061
b1467	GO:0009325
b1467	GO:0016020
b1467	GO:0019645
b1467	GO:0042128
b1467	GO:0046872
b1467	GO:0051536
b1467	GO:0051538
b1467	GO:0051539
b1468	GO:0005886
b1468	GO:0008940
b1468	GO:0009061
b1468	GO:0009325
b1468	GO:0016020
b1468	GO:0019645
b1468	GO:0042128
b1468	GO:0043546
b1468	GO:0046872
b1468	GO:0051539
b1469	GO:0005886
b1469	GO:0005887
b1469	GO:0015112
b1469	GO:0015514
b1469	GO:0015706
b1469	GO:0015707
b1469	GO:0042128
b1470	NA
b1471	NA
b1472	GO:0009279
b1472	GO:0015288
b1472	GO:0034220
b1473	GO:0005887
b1473	GO:0015171
b1473	GO:0015173
b1473	GO:0032973
b1474	GO:0008430
b1474	GO:0008863
b1474	GO:0009055
b1474	GO:0009061
b1474	GO:0009326
b1474	GO:0015944
b1474	GO:0016020
b1474	GO:0030151
b1474	GO:0030288
b1474	GO:0036397
b1474	GO:0043546
b1474	GO:0047111
b1474	GO:0051539
b1475	GO:0009055
b1475	GO:0009061
b1475	GO:0009326
b1475	GO:0015944
b1475	GO:0016020
b1475	GO:0036397
b1475	GO:0046872
b1475	GO:0051539
b1475	GO:0071575
b1476	GO:0005886
b1476	GO:0005887
b1476	GO:0008863
b1476	GO:0009055
b1476	GO:0009061
b1476	GO:0009326
b1476	GO:0015944
b1476	GO:0016021
b1476	GO:0020037
b1476	GO:0022904
b1476	GO:0036397
