GO:0036094	1.06e-06
GO:0072527	1.40e-06
GO:0046394	1.73e-06
GO:0016053	1.84e-06
GO:0015940	2.19e-06
GO:0016708	2.19e-06
GO:0004333	2.19e-06
GO:0006796	2.61e-06
GO:0034654	2.62e-06
GO:1901566	2.87e-06
GO:0009112	3.59e-06
GO:0051213	3.89e-06
GO:1901605	4.08e-06
GO:0015939	4.48e-06
GO:0009150	5.34e-06
GO:0034033	5.56e-06
GO:0033866	5.56e-06
GO:0034030	5.56e-06
GO:1901137	6.42e-06
GO:1901565	7.86e-06
GO:0006793	8.00e-06
GO:0044238	9.80e-06
GO:0006163	1.01e-05
GO:0009152	1.19e-05
GO:0005488	1.36e-05
GO:0006113	1.41e-05
GO:1901606	1.47e-05
GO:0000166	1.49e-05
GO:1901265	1.49e-05
GO:0046872	1.81e-05
GO:0009066	2.05e-05
GO:0006164	2.10e-05
GO:0016635	2.18e-05
GO:0008774	2.29e-05
GO:0044271	2.32e-05
GO:0043169	2.44e-05
GO:0006631	2.54e-05
GO:0016829	3.02e-05
GO:0072522	3.97e-05
GO:0006553	4.78e-05
GO:0016705	4.78e-05
GO:0051287	5.03e-05
GO:0102040	5.37e-05
GO:0045284	5.37e-05
GO:0045283	5.37e-05
GO:0033865	5.89e-05
GO:0034032	5.89e-05
GO:0033875	5.89e-05
GO:0072521	6.41e-05
GO:0016614	6.92e-05
GO:0006633	8.69e-05
GO:1901135	9.77e-05
GO:0019477	1.04e-04
GO:0046440	1.04e-04
GO:0009450	1.04e-04
GO:0009448	1.04e-04
GO:0045274	1.04e-04
GO:0019438	1.06e-04
GO:0019439	1.15e-04
GO:0019541	1.55e-04
GO:0006108	1.77e-04
GO:0045273	1.77e-04
GO:0016616	1.81e-04
GO:0016831	2.02e-04
GO:0016620	2.02e-04
GO:0042802	2.24e-04
GO:0042402	2.35e-04
GO:0009310	2.35e-04
GO:0016746	2.43e-04
GO:0008150	2.45e-04
GO:0018130	2.63e-04
GO:1901576	2.69e-04
GO:0016627	2.71e-04
GO:0071616	2.77e-04
GO:0035384	2.77e-04
GO:0070887	3.04e-04
GO:0006807	3.26e-04
GO:0009058	3.70e-04
GO:0046459	3.79e-04
GO:1901361	3.84e-04
GO:1901362	4.00e-04
GO:0006725	4.49e-04
GO:0016903	5.90e-04
GO:0008959	6.02e-04
GO:0004550	6.02e-04
GO:0019413	6.02e-04
GO:0004088	6.02e-04
GO:0005951	6.02e-04
GO:0003867	6.02e-04
GO:0034386	6.02e-04
GO:0008923	6.02e-04
GO:0006106	6.02e-04
GO:0016836	6.41e-04
GO:1901360	8.87e-04
GO:0070470	9.03e-04
GO:0034641	1.05e-03
GO:0098803	1.05e-03
GO:0044249	1.15e-03
GO:0042398	1.21e-03
GO:0051536	1.32e-03
GO:0008861	1.34e-03
GO:0051540	1.38e-03
GO:0070469	1.39e-03
GO:0000287	1.48e-03
GO:0016835	1.65e-03
GO:0006576	1.66e-03
GO:0044106	1.66e-03
GO:0009308	1.66e-03
GO:0016830	1.77e-03
GO:0051259	1.81e-03
GO:0005515	1.87e-03
GO:0006567	2.03e-03
GO:0015937	2.35e-03
GO:0015936	2.35e-03
GO:0070404	2.35e-03
GO:0006083	2.35e-03
GO:0006085	2.35e-03
GO:0006241	2.35e-03
GO:0009209	2.35e-03
GO:0046036	2.35e-03
GO:0006637	2.46e-03
GO:0035383	2.46e-03
GO:0006526	2.46e-03
GO:0051260	2.57e-03
GO:0016747	2.80e-03
GO:0046336	2.95e-03
GO:0006580	2.95e-03
GO:0042439	2.95e-03
GO:0016740	3.22e-03
GO:0044780	3.50e-03
GO:0016615	3.64e-03
GO:0009208	3.64e-03
GO:1901160	4.10e-03
GO:1901161	4.10e-03
GO:0006541	4.10e-03
GO:0006575	4.60e-03
GO:0051539	4.68e-03
GO:0006066	4.99e-03
GO:0016884	5.18e-03
GO:0004022	5.18e-03
GO:0046912	5.18e-03
GO:0042364	5.26e-03
GO:0006566	5.49e-03
GO:0009110	5.62e-03
GO:0043168	5.68e-03
GO:0043604	6.06e-03
GO:0046031	6.27e-03
GO:0009179	6.27e-03
GO:0009135	6.27e-03
GO:0018455	6.97e-03
GO:0000104	6.97e-03
GO:0009148	6.97e-03
GO:0070689	6.97e-03
GO:0034310	7.12e-03
GO:0009185	7.12e-03
GO:0016407	7.83e-03
GO:0016879	8.45e-03
GO:0006097	9.00e-03
GO:0016743	9.00e-03
GO:0006084	9.00e-03
GO:0016453	9.00e-03
GO:0009132	9.02e-03
GO:0046164	9.80e-03
GO:0051289	0.0101
GO:0043603	0.0104
GO:0046034	0.0105
GO:0034308	0.0105
GO:0051262	0.0112
GO:0044781	0.0112
GO:0004312	0.0113
GO:0004029	0.0113
GO:0019205	0.0113
GO:0009147	0.0113
GO:0006767	0.0119
GO:0006525	0.0124
GO:0009084	0.0124
GO:0006766	0.0125
GO:0004030	0.0137
GO:0009447	0.0137
GO:0016408	0.0137
GO:1901616	0.0138
GO:0009061	0.0138
GO:0006006	0.0149
GO:0006598	0.0164
GO:0009201	0.0164
GO:0009064	0.0165
GO:0008964	0.0175
GO:0015977	0.0175
GO:0004450	0.0175
GO:0004448	0.0175
GO:0033818	0.0175
GO:0033737	0.0175
GO:0019145	0.0175
GO:0004140	0.0175
GO:0004592	0.0175
GO:0102810	0.0175
GO:0018498	0.0175
GO:0004151	0.0175
GO:0047456	0.0175
GO:0004070	0.0175
GO:0008684	0.0175
GO:0008531	0.0175
GO:0003919	0.0175
GO:0006747	0.0175
GO:0046443	0.0175
GO:0072387	0.0175
GO:0072388	0.0175
GO:0009398	0.0175
GO:0046444	0.0175
GO:0004455	0.0175
GO:0006172	0.0175
GO:0009180	0.0175
GO:0009136	0.0175
GO:0019542	0.0175
GO:0051790	0.0175
GO:0046187	0.0175
GO:0006117	0.0175
GO:0003973	0.0175
GO:0016899	0.0175
GO:0015527	0.0175
GO:0006115	0.0175
GO:0003883	0.0175
GO:0097268	0.0175
GO:0009347	0.0175
GO:0018771	0.0175
GO:0052823	0.0175
GO:0008701	0.0175
GO:0006228	0.0175
GO:0030060	0.0175
GO:0004087	0.0175
GO:0050498	0.0175
GO:0106343	0.0175
GO:0004152	0.0175
GO:0004068	0.0175
GO:0003864	0.0175
GO:0004595	0.0175
GO:0004314	0.0175
GO:0016419	0.0175
GO:0016420	0.0175
GO:0000036	0.0175
GO:0140414	0.0175
GO:0044620	0.0175
GO:0000035	0.0175
GO:0047589	0.0175
GO:0050163	0.0175
GO:0043875	0.0175
GO:0008860	0.0175
GO:0046132	0.0175
GO:0046134	0.0175
GO:0004588	0.0175
GO:0008677	0.0175
GO:1902494	0.0192
GO:0030031	0.0193
GO:0009199	0.0193
GO:1901615	0.0196
GO:0044255	0.0200
GO:0051537	0.0210
GO:0050661	0.0226
GO:0006090	0.0226
GO:0043648	0.0246
GO:0005575	0.0251
GO:0006629	0.0255
GO:0046487	0.0257
GO:0009445	0.0257
GO:0030955	0.0257
GO:0009142	0.0257
GO:0022607	0.0327
GO:0006107	0.0347
GO:0004611	0.0347
GO:0036243	0.0347
GO:0033883	0.0347
GO:0009350	0.0347
GO:0008851	0.0347
GO:0004470	0.0347
GO:0004471	0.0347
GO:0009188	0.0347
GO:0015951	0.0347
GO:0004017	0.0347
GO:0015315	0.0347
GO:0015793	0.0347
GO:0006067	0.0347
GO:0044210	0.0347
GO:0003852	0.0347
GO:1902912	0.0347
GO:0004743	0.0347
GO:0046051	0.0347
GO:0006183	0.0347
GO:0046039	0.0347
GO:0090549	0.0347
GO:0009329	0.0347
GO:0042759	0.0347
GO:0001676	0.0347
GO:0019427	0.0347
GO:0045733	0.0347
GO:0051192	0.0347
GO:0016862	0.0347
GO:0008937	0.0347
GO:0004108	0.0347
GO:0036440	0.0347
GO:0016651	0.0364
GO:0008652	0.0365
GO:0008137	0.0367
GO:0070566	0.0367
GO:0016776	0.0367
GO:0098797	0.0385
GO:0006595	0.0407
GO:0031420	0.0407
GO:0009141	0.0407
GO:1990234	0.0410
GO:1901607	0.0426
GO:0032991	0.0435
GO:0006096	0.0448
GO:0005524	0.0454
GO:0016874	0.0454
GO:0006757	0.0491
GO:0006165	0.0491
GO:0046939	0.0491
GO:0032553	0.0493
GO:0006139	0.0493
GO:0110165	0.0494
GO:0032559	0.0496
